"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
140,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3540,6
141,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3541,6
142,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3542,6
143,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3543,6
144,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3544,6
145,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3545,6
146,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3546,6
147,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3547,6
148,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3548,6
149,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3549,6
150,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3550,6
151,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3551,6
152,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3552,6
153,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3553,6
154,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3554,6
155,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3555,6
156,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3556,6
157,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3557,6
158,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3558,6
159,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3559,6
160,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3560,6
161,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3561,6
162,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3562,6
163,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3563,6
164,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3564,6
165,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3565,6
166,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3566,6
167,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3567,6
168,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3568,6
169,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3569,6
170,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3570,6
171,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3571,6
172,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3572,6
173,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3573,6
174,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3574,6
175,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3575,6
176,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3576,6
177,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3577,6
178,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3578,6
179,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3579,6
180,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3580,6
181,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3581,6
182,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3582,6
183,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3583,6
184,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3584,6
185,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3585,6
186,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3586,6
187,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3587,6
188,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3588,6
189,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3589,6
190,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3590,6
191,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3591,6
192,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3592,6
193,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3593,6
194,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3594,6
195,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3595,6
196,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3596,6
197,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3597,6
198,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3598,6
199,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3599,6
200,"study2.sub",50,40,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3600,6
1,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3601,7
2,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3602,7
3,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3603,7
4,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3604,7
5,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3605,7
6,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3606,7
7,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3607,7
8,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3608,7
9,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3609,7
10,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3610,7
11,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3611,7
12,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3612,7
13,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3613,7
14,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3614,7
15,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3615,7
16,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3616,7
17,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3617,7
18,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3618,7
19,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3619,7
20,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3620,7
21,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3621,7
22,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3622,7
23,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3623,7
24,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3624,7
25,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3625,7
26,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3626,7
27,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3627,7
28,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3628,7
29,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3629,7
30,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3630,7
31,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3631,7
32,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3632,7
33,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3633,7
34,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3634,7
35,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3635,7
36,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3636,7
37,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3637,7
38,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3638,7
39,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3639,7
40,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3640,7
41,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3641,7
42,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3642,7
43,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3643,7
44,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3644,7
45,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3645,7
46,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3646,7
47,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3647,7
48,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3648,7
49,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3649,7
50,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3650,7
51,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3651,7
52,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3652,7
53,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3653,7
54,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3654,7
55,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3655,7
56,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3656,7
57,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3657,7
58,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3658,7
59,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3659,7
60,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3660,7
61,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3661,7
62,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3662,7
63,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3663,7
64,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3664,7
65,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3665,7
66,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3666,7
67,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3667,7
68,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3668,7
69,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3669,7
70,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3670,7
71,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3671,7
72,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3672,7
73,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3673,7
74,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3674,7
75,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3675,7
76,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3676,7
77,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3677,7
78,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3678,7
79,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3679,7
80,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3680,7
81,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3681,7
82,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3682,7
83,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3683,7
84,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3684,7
85,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3685,7
86,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3686,7
87,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3687,7
88,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3688,7
89,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3689,7
90,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3690,7
91,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3691,7
92,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3692,7
93,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3693,7
94,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3694,7
95,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3695,7
96,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3696,7
97,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3697,7
98,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3698,7
99,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3699,7
100,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3700,7
101,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3701,7
102,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3702,7
103,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3703,7
104,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3704,7
105,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3705,7
106,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3706,7
107,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3707,7
108,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3708,7
109,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3709,7
110,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3710,7
111,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3711,7
112,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3712,7
113,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3713,7
114,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3714,7
115,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3715,7
116,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3716,7
117,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3717,7
118,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3718,7
119,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3719,7
120,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3720,7
121,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3721,7
122,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3722,7
123,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3723,7
124,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3724,7
125,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3725,7
126,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3726,7
127,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3727,7
128,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3728,7
129,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3729,7
130,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3730,7
131,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3731,7
132,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3732,7
133,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3733,7
134,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3734,7
135,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3735,7
136,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3736,7
137,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3737,7
138,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3738,7
139,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3739,7
140,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3740,7
141,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3741,7
142,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3742,7
143,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3743,7
144,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3744,7
145,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3745,7
146,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3746,7
147,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3747,7
148,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3748,7
149,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3749,7
150,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3750,7
151,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3751,7
152,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3752,7
153,"study2.sub",20,100,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",3753,7
