"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
85,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1685,9
86,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1686,9
87,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1687,9
88,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1688,9
89,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1689,9
90,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1690,9
91,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1691,9
92,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1692,9
93,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1693,9
94,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1694,9
95,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1695,9
96,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1696,9
97,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1697,9
98,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1698,9
99,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1699,9
100,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1700,9
101,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1701,9
102,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1702,9
103,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1703,9
104,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1704,9
105,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1705,9
106,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1706,9
107,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1707,9
108,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1708,9
109,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1709,9
110,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1710,9
111,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1711,9
112,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1712,9
113,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1713,9
114,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1714,9
115,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1715,9
116,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1716,9
117,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1717,9
118,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1718,9
119,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1719,9
120,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1720,9
121,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1721,9
122,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1722,9
123,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1723,9
124,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1724,9
125,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1725,9
126,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1726,9
127,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1727,9
128,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1728,9
129,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1729,9
130,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1730,9
131,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1731,9
132,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1732,9
133,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1733,9
134,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1734,9
135,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1735,9
136,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1736,9
137,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1737,9
138,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1738,9
139,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1739,9
140,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1740,9
141,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1741,9
142,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1742,9
143,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1743,9
144,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1744,9
145,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1745,9
146,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1746,9
147,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1747,9
148,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1748,9
149,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1749,9
150,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1750,9
151,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1751,9
152,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1752,9
153,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1753,9
154,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1754,9
155,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1755,9
156,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1756,9
157,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1757,9
158,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1758,9
159,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1759,9
160,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1760,9
161,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1761,9
162,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1762,9
163,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1763,9
164,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1764,9
165,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1765,9
166,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1766,9
167,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1767,9
168,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1768,9
169,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1769,9
170,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1770,9
171,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1771,9
172,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1772,9
173,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1773,9
174,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1774,9
175,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1775,9
176,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1776,9
177,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1777,9
178,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1778,9
179,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1779,9
180,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1780,9
181,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1781,9
182,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1782,9
183,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1783,9
184,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1784,9
185,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1785,9
186,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1786,9
187,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1787,9
188,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1788,9
189,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1789,9
190,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1790,9
191,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1791,9
192,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1792,9
193,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1793,9
194,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1794,9
195,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1795,9
196,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1796,9
197,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1797,9
198,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1798,9
199,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1799,9
200,"study2.sub",20,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1800,9
1,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1801,10
2,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1802,10
3,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1803,10
4,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1804,10
5,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1805,10
6,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1806,10
7,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1807,10
8,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1808,10
9,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1809,10
10,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1810,10
11,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1811,10
12,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1812,10
13,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1813,10
14,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1814,10
15,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1815,10
16,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1816,10
17,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1817,10
18,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1818,10
19,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1819,10
20,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1820,10
21,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1821,10
22,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1822,10
23,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1823,10
24,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1824,10
25,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1825,10
26,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1826,10
27,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1827,10
28,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1828,10
29,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1829,10
30,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1830,10
31,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1831,10
32,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1832,10
33,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1833,10
34,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1834,10
35,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1835,10
36,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1836,10
37,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1837,10
38,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1838,10
39,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1839,10
40,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1840,10
41,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1841,10
42,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1842,10
43,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1843,10
44,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1844,10
45,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1845,10
46,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1846,10
47,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1847,10
48,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1848,10
49,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1849,10
50,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1850,10
51,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1851,10
52,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1852,10
53,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1853,10
54,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1854,10
55,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1855,10
56,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1856,10
57,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1857,10
58,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1858,10
59,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1859,10
60,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1860,10
61,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1861,10
62,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1862,10
63,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1863,10
64,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1864,10
65,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1865,10
66,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1866,10
67,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1867,10
68,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1868,10
69,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1869,10
70,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1870,10
71,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1871,10
72,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1872,10
73,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1873,10
74,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1874,10
75,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1875,10
76,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1876,10
77,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1877,10
78,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1878,10
79,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1879,10
80,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1880,10
81,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1881,10
82,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1882,10
83,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1883,10
84,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1884,10
85,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1885,10
86,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1886,10
87,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1887,10
88,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1888,10
89,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1889,10
90,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1890,10
91,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1891,10
92,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1892,10
93,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1893,10
94,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1894,10
95,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1895,10
96,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1896,10
97,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1897,10
98,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1898,10
