"sim","name","k.studies","k.species","mu","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
63,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2063,21
64,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2064,21
65,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2065,21
66,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2066,21
67,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2067,21
68,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2068,21
69,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2069,21
70,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2070,21
71,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2071,21
72,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2072,21
73,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2073,21
74,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2074,21
75,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2075,21
76,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2076,21
77,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2077,21
78,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2078,21
79,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2079,21
80,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2080,21
81,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2081,21
82,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2082,21
83,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2083,21
84,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2084,21
85,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2085,21
86,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2086,21
87,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2087,21
88,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2088,21
89,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2089,21
90,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2090,21
91,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2091,21
92,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2092,21
93,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2093,21
94,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2094,21
95,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2095,21
96,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2096,21
97,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2097,21
98,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2098,21
99,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2099,21
100,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2100,21
1,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2101,22
2,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2102,22
3,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2103,22
4,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2104,22
5,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2105,22
6,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2106,22
7,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2107,22
8,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2108,22
9,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2109,22
10,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2110,22
11,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2111,22
12,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2112,22
13,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2113,22
14,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2114,22
15,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2115,22
16,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2116,22
17,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2117,22
18,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2118,22
19,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2119,22
20,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2120,22
21,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2121,22
22,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2122,22
23,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2123,22
24,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2124,22
25,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2125,22
26,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2126,22
27,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2127,22
28,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2128,22
29,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2129,22
30,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2130,22
31,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2131,22
32,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2132,22
33,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2133,22
34,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2134,22
35,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2135,22
36,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2136,22
37,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2137,22
38,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2138,22
39,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2139,22
40,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2140,22
41,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2141,22
42,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2142,22
43,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2143,22
44,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2144,22
45,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2145,22
46,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2146,22
47,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2147,22
48,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2148,22
49,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2149,22
50,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2150,22
51,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2151,22
52,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2152,22
53,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2153,22
54,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2154,22
55,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2155,22
56,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2156,22
57,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2157,22
58,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2158,22
59,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2159,22
60,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2160,22
61,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2161,22
62,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2162,22
63,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2163,22
64,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2164,22
65,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2165,22
66,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2166,22
67,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2167,22
68,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2168,22
69,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2169,22
70,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2170,22
71,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2171,22
72,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2172,22
73,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2173,22
74,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2174,22
75,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2175,22
76,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2176,22
77,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2177,22
78,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2178,22
79,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2179,22
80,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2180,22
81,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2181,22
82,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2182,22
83,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2183,22
84,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2184,22
85,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2185,22
86,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2186,22
87,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2187,22
88,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2188,22
89,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2189,22
90,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2190,22
91,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2191,22
92,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2192,22
93,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2193,22
94,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2194,22
95,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2195,22
96,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2196,22
97,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2197,22
98,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2198,22
99,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2199,22
100,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2200,22
1,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2201,23
2,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2202,23
3,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2203,23
4,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2204,23
5,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2205,23
6,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2206,23
7,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2207,23
8,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2208,23
9,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2209,23
10,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2210,23
11,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2211,23
12,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2212,23
13,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2213,23
14,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2214,23
15,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2215,23
16,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2216,23
17,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2217,23
18,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2218,23
19,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2219,23
20,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2220,23
21,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2221,23
22,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2222,23
23,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2223,23
24,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2224,23
25,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2225,23
26,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2226,23
27,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2227,23
28,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2228,23
29,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2229,23
30,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2230,23
31,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2231,23
32,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2232,23
33,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2233,23
34,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2234,23
35,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2235,23
36,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2236,23
37,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2237,23
38,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2238,23
39,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2239,23
40,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2240,23
41,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2241,23
42,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2242,23
43,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2243,23
44,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2244,23
45,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2245,23
46,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2246,23
47,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2247,23
48,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2248,23
49,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2249,23
50,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2250,23
51,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2251,23
52,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2252,23
53,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2253,23
54,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2254,23
55,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2255,23
56,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2256,23
57,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2257,23
58,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2258,23
59,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2259,23
60,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2260,23
61,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2261,23
62,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2262,23
63,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2263,23
64,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2264,23
65,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2265,23
66,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2266,23
67,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2267,23
68,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2268,23
69,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2269,23
70,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2270,23
71,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2271,23
72,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2272,23
73,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",2273,23
